trial,pairs_cond_entropy,singles_cond_entropy,full_singles_cond_entropy,difference,pairs_better_than_sampled,pairs_better_than_full,pairs_features,singles_features
CONFIG,k=6,n_samples=1000,0.6634,H(Y)=1.8693,features=5000,trials=100,cg03748376|cg18536148|cg00840403|cg15642854|cg21139150|cg02464665,FULL_DATA_SINGLES_FEATURES
26,0.7048,0.7048,0.6634,0.0,False,False,cg15994085|cg12436738|cg03408433|cg05583608|cg08004525|cg03486986,cg15994085|cg12436738|cg05583608|cg03408433|cg03486986|cg08004525
28,0.8122,0.7922,0.6634,0.020000000000000018,False,False,cg19070894|cg17314888|cg01882566|cg18235050|cg19361800|cg27517282,cg15994085|cg09827761|cg03408433|cg10509187|cg01556075|cg13915481
30,0.7377,0.7705,0.6634,-0.03279999999999994,True,False,cg12436738|cg25444386|cg04675542|cg09827761|cg01714811|cg06791102,cg25444386|cg12436738|cg04416734|cg08013331|cg06626599|cg11051055
31,0.8874,0.7532,0.6634,0.13419999999999999,False,False,cg04217778|cg02447304|cg20359363|cg14287565|cg26196385|cg05258102,cg18536148|cg20730770|cg14496909|cg02462195|cg17906339|cg17770096
29,0.7732,0.8086,0.6634,-0.03539999999999999,True,False,cg20730770|cg22737624|cg05305760|cg25339566|cg01323954|cg14154082,cg18536148|cg11342821|cg22737624|cg00337440|cg03406535|cg06399029
27,0.7071,0.7352,0.6634,-0.028100000000000014,True,False,cg02400092|cg18724200|cg26486175|cg22575892|cg21554552|cg09747169,cg18536148|cg11565911|cg00459623|cg01571722|cg25528646|cg11999255
32,0.791,0.7743,0.6634,0.016700000000000048,False,False,cg23358612|cg25324105|cg20011983|cg20469799|cg19470841|cg09757109,cg02008285|cg11827998|cg17753347|cg17332306|cg23978657|cg11957350
33,0.7943,0.7973,0.6634,-0.0030000000000000027,True,False,cg20730770|cg24404630|cg13321077|cg09791621|cg14961598|cg06202737,cg15994085|cg18533201|cg11017086|cg03521044|cg01215118|cg12685753
34,0.7654,0.7701,0.6634,-0.0047000000000000375,True,False,cg15967709|cg07515422|cg15994085|cg14097304|cg20312916|cg05389922,cg15994085|cg02271790|cg14600824|cg19361800|cg24737783|cg08599448
38,0.8752,0.7062,0.6634,0.16899999999999993,False,False,cg06733155|cg12768605|cg21982950|cg16748088|cg12145394|cg14137558,cg16043651|cg24404630|cg24777351|cg24720688|cg16748088|cg14507337
35,0.7927,0.8237,0.6634,-0.031000000000000028,True,False,cg22488256|cg13411784|cg24720688|cg23978657|cg18798289|cg16656411,cg13411784|cg22488256|cg23978657|cg24720688|cg05574357|cg16656411
37,0.7721,0.7234,0.6634,0.048699999999999966,False,False,cg09141965|cg26928531|cg01045132|cg14496909|cg19241689|cg03547181,cg24753662|cg11827998|cg23978657|cg21139150|cg10700424|cg17230773
39,0.7532,0.764,0.6634,-0.010800000000000032,True,False,cg15967709|cg07515422|cg17533951|cg24404630|cg14010805|cg11803389,cg24685006|cg02008285|cg21554552|cg17468100|cg05972871|cg27046034
36,0.7061,0.6761,0.6634,0.029999999999999916,False,False,cg26418434|cg16837441|cg03408433|cg17709804|cg19471655|cg06619938,cg03748376|cg03408433|cg10509187|cg17449954|cg09164108|cg00658743
40,0.7391,0.7428,0.6634,-0.0037000000000000366,True,False,cg18536148|cg03748376|cg03126821|cg26727816|cg22618164|cg10590925,cg03748376|cg18536148|cg05534427|cg04771669|cg00716245|cg12269535
42,0.8379,0.8197,0.6634,0.018199999999999994,False,False,cg09141965|cg26928531|cg03408433|cg23358612|cg14240646|cg27558057,cg09827761|cg14587524|cg25649641|cg11827998|cg03408433|cg22162281
41,0.6848,0.8764,0.6634,-0.1916,True,False,cg18601426|cg25547580|cg21139150|cg20469799|cg19593949|cg02462195,cg13411784|cg25547580|cg20469799|cg02571816|cg19774868|cg01929699
43,0.7497,0.7962,0.6634,-0.046499999999999986,True,False,cg19070894|cg17314888|cg18229521|cg12436738|cg08848958|cg14011486,cg04579398|cg15642854|cg21335378|cg23634124|cg04059198|cg06399029
47,0.696,0.7329,0.6634,-0.036900000000000044,True,False,cg10304922|cg25444386|cg23546474|cg09167632|cg18371052|cg11931731,cg03748376|cg18536148|cg09167632|cg24737783|cg19697239|cg16440058
44,0.7632,0.7751,0.6634,-0.011900000000000022,True,False,cg14709691|cg20730770|cg26584528|cg23363971|cg14302224|cg08022524,cg15994085|cg12436738|cg02286091|cg03408433|cg04597433|cg03802424
46,0.7692,0.8001,0.6634,-0.03090000000000004,True,False,cg09827761|cg20730770|cg11878331|cg24404630|cg25528646|cg26454150,cg09827761|cg20730770|cg24404630|cg11878331|cg21719704|cg25528646
45,0.7043,0.8283,0.6634,-0.124,True,False,cg27332337|cg09376008|cg23698978|cg19774868|cg20295248|cg04111789,cg08033127|cg24685006|cg03408433|cg02264990|cg04075675|cg19774868
48,0.7165,0.8281,0.6634,-0.11159999999999992,True,False,cg25444386|cg16490823|cg16837441|cg19469447|cg05959170|cg12257233,cg25444386|cg16490823|cg00749609|cg13672871|cg09778422|cg03148184
49,0.8128,0.7914,0.6634,0.021399999999999975,False,False,cg26472133|cg18177414|cg01622304|cg09304803|cg26454150|cg11772171,cg25444386|cg19413417|cg11493661|cg15384383|cg04386144|cg04819580
51,0.7959,0.8109,0.6634,-0.014999999999999902,True,False,cg23392845|cg15967709|cg22861561|cg04645545|cg20454158|cg05370638,cg13411784|cg22737624|cg12804791|cg22861116|cg11827998|cg13890649
50,0.7359,0.7918,0.6634,-0.05589999999999995,True,False,cg15967709|cg13496041|cg19470841|cg18798289|cg24978383|cg11931731,cg24753662|cg27388680|cg11827998|cg26078977|cg19774868|cg11772171
53,0.8374,0.7605,0.6634,0.07690000000000008,False,False,cg18601426|cg25547580|cg12594800|cg12978575|cg17740434|cg23548479,cg02008285|cg15642854|cg14817655|cg12685753|cg13672871|cg12481479
52,0.7613,0.8053,0.6634,-0.04400000000000004,True,False,cg18601426|cg15967709|cg12436738|cg15948124|cg00246386|cg06266461,cg15994085|cg12436738|cg18533201|cg24024056|cg04571965|cg05272837
55,0.7946,0.7906,0.6634,0.0040000000000000036,False,False,cg11301556|cg25444386|cg14496909|cg04728310|cg03161606|cg26748794,cg15994085|cg15556502|cg17682828|cg05583608|cg05146544|cg26723162
54,0.6791,0.6984,0.6634,-0.019299999999999984,True,False,cg11827998|cg02008285|cg03018058|cg10682560|cg05972871|cg26222311,cg02008285|cg11827998|cg26222311|cg21903646|cg14884160|cg11857093
56,0.7707,0.8751,0.6634,-0.10439999999999994,True,False,cg13483263|cg24112562|cg18177414|cg26655138|cg13578647|cg26395382,cg23392845|cg24061141|cg23983517|cg08141615|cg09408917|cg13886554
57,0.7617,0.8822,0.6634,-0.12049999999999994,True,False,cg26457809|cg02286091|cg12650780|cg23436960|cg22134140|cg18043267,cg09827761|cg18229521|cg04675542|cg12685753|cg26279550|cg22625945
58,0.8623,0.7689,0.6634,0.09339999999999993,False,False,cg22488256|cg13411784|cg15978565|cg14287235|cg03210912|cg20454158,cg16043651|cg02871659|cg12650780|cg04595505|cg02726930|cg03359540
61,0.7362,0.7754,0.6634,-0.03920000000000001,True,False,cg19513321|cg25444386|cg12257233|cg09167632|cg12254845|cg16865953,cg25444386|cg19513321|cg02264990|cg01609420|cg23258881|cg01676962
60,0.7378,0.7569,0.6634,-0.019100000000000006,True,False,cg03408433|cg06946797|cg17740434|cg24867247|cg24220279|cg20377955,cg25444386|cg10304922|cg24220279|cg02994943|cg07973095|cg19241689
59,0.6989,0.8067,0.6634,-0.1078,True,False,cg11827998|cg02008285|cg00143376|cg18724200|cg04945350|cg09612786,cg25444386|cg15642854|cg26418434|cg12804791|cg17410650|cg20124078
62,0.7962,0.7951,0.6634,0.0010999999999999899,False,False,cg15967709|cg17342469|cg02271790|cg16043651|cg02550119|cg24508426,cg18536148|cg15967709|cg17342469|cg24404630|cg09973284|cg17567838
63,0.7118,0.7424,0.6634,-0.03059999999999996,True,False,cg03408433|cg06946797|cg07507418|cg23698978|cg10113760|cg25129124,cg18536148|cg15967709|cg26931862|cg27062326|cg16115588|cg26823666
64,0.82,0.8057,0.6634,0.01429999999999998,False,False,cg07703401|cg19485202|cg09517873|cg07167423|cg01542019|cg02462195,cg09827761|cg18601426|cg16451661|cg26645401|cg27220934|cg02860240
65,0.7836,0.7615,0.6634,0.02210000000000001,False,False,cg24879782|cg20730770|cg00425431|cg16414561|cg13053505|cg14287235,cg15994085|cg24061141|cg16019898|cg14633398|cg26078977|cg03148184
66,0.6501,0.7526,0.6634,-0.10250000000000004,True,True,cg02400092|cg18724200|cg15967709|cg10129408|cg05849149|cg24737783,cg24753662|cg11827998|cg03765898|cg22055687|cg22162281|cg27387239
67,0.9162,0.7272,0.6634,0.18900000000000006,False,False,cg26472133|cg18177414|cg15994085|cg16312002|cg07380590|cg20081453,cg03748376|cg14287235|cg02462195|cg09719217|cg10421300|cg25587069
68,0.8048,0.8139,0.6634,-0.009099999999999997,True,False,cg23358612|cg25324105|cg25444386|cg20295248|cg20040488|cg20469799,cg15994085|cg25547580|cg19141913|cg24605995|cg15848008|cg13925692
69,0.7731,0.7317,0.6634,0.04139999999999999,False,False,cg25742246|cg09861917|cg14302224|cg12685753|cg08726248|cg16742874,cg21139150|cg12998491|cg06408301|cg23277693|cg25324105|cg03486986
70,0.799,0.7002,0.6634,0.0988,False,False,cg19070894|cg17314888|cg25444386|cg20469799|cg04458670|cg24775616,cg03748376|cg14011486|cg21013756|cg18798289|cg18863922|cg25260865
72,0.7523,0.7542,0.6634,-0.0019000000000000128,True,False,cg23392845|cg15967709|cg06109482|cg27278086|cg09652086|cg03100923,cg03748376|cg09778422|cg03320170|cg12804791|cg03929796|cg22325823
71,0.7881,0.847,0.6634,-0.05889999999999995,True,False,cg15967709|cg13496041|cg14302224|cg09865339|cg24161793|cg18383538,cg18536148|cg15967709|cg26418434|cg09883255|cg06164717|cg26454150
73,0.847,0.8514,0.6634,-0.0044000000000000705,True,False,cg15994085|cg12436738|cg02286091|cg06629130|cg25137787|cg26222311,cg15994085|cg12436738|cg02286091|cg06629130|cg15078681|cg23279021
75,0.8337,0.5994,0.6634,0.23429999999999995,False,False,cg26472133|cg18177414|cg01402735|cg20469799|cg15078681|cg16478536,cg03748376|cg21139150|cg26222311|cg09940032|cg12160664|cg14417784
74,0.7164,0.7592,0.6634,-0.04279999999999995,True,False,cg03408433|cg06946797|cg07507418|cg23698978|cg21139150|cg22796353,cg15994085|cg02271790|cg03408433|cg06626599|cg17449954|cg18866599
76,0.8028,0.7155,0.6634,0.08729999999999993,False,False,cg25527090|cg22557662|cg25832824|cg00476243|cg13672871|cg21122225,cg02008285|cg12436738|cg20980783|cg05583608|cg19962990|cg26955987
77,0.7331,0.7399,0.6634,-0.006800000000000028,True,False,cg03408433|cg06946797|cg03057712|cg17449954|cg01402735|cg12436738,cg14287235|cg06159404|cg14482569|cg04548483|cg19999161|cg17541715
78,0.6964,0.7528,0.6634,-0.056400000000000006,True,False,cg11827998|cg02008285|cg15642854|cg18952796|cg26486175|cg13672871,cg03748376|cg08607018|cg23616527|cg06375949|cg22382836|cg10416963
80,0.7013,0.8135,0.6634,-0.11219999999999997,True,False,cg02400092|cg18724200|cg06779802|cg15309421|cg04821520|cg15361661,cg20730770|cg25547580|cg20469799|cg26823666|cg18724200|cg02400092
79,0.7661,0.7389,0.6634,0.027200000000000002,False,False,cg13483263|cg06164717|cg12962191|cg26340389|cg24112562|cg09904497,cg03748376|cg21139150|cg15994085|cg26714230|cg10304922|cg20272754
81,0.7254,0.8095,0.6634,-0.08409999999999995,True,False,cg15967709|cg07515422|cg24204282|cg10248878|cg08791697|cg16642791,cg24753662|cg00476243|cg01336912|cg02447304|cg00873050|cg08791697
82,0.7942,0.7819,0.6634,0.012299999999999978,False,False,cg19070894|cg17314888|cg03765898|cg05169846|cg12377327|cg09167632,cg25444386|cg12436738|cg02286091|cg20377955|cg23681339|cg24053165
83,0.7793,0.764,0.6634,0.01529999999999998,False,False,cg09141965|cg25547580|cg21579274|cg02462195|cg05339727|cg21335378,cg14287235|cg14482569|cg02854536|cg27146152|cg26823666|cg25313930
84,0.8478,0.723,0.6634,0.12480000000000002,False,False,cg01142635|cg25527090|cg03359540|cg02286091|cg16019898|cg18245160,cg15994085|cg16019898|cg08360511|cg13053505|cg24777351|cg08726248
85,0.7621,0.6834,0.6634,0.07869999999999999,False,False,cg23358612|cg25324105|cg12436738|cg11931731|cg01828474|cg11827998,cg02184697|cg15556502|cg21139150|cg02482460|cg17410650|cg06105694
86,0.7539,0.7251,0.6634,0.028800000000000048,False,False,cg19070894|cg17314888|cg16837441|cg24404630|cg13623495|cg16748088,cg18724200|cg06164717|cg17770096|cg13483263|cg17611045|cg26715559
87,0.8088,0.7625,0.6634,0.04630000000000001,False,False,cg08607018|cg03748376|cg21663666|cg25527090|cg01323954|cg14154082,cg03748376|cg08607018|cg14615440|cg24995678|cg13612595|cg09167632
88,0.7539,0.7495,0.6634,0.0043999999999999595,False,False,cg12436738|cg02286091|cg03359540|cg01142635|cg13681081|cg17123338,cg09827761|cg08216808|cg09442654|cg25524053|cg26454150|cg17144547
89,0.7444,0.747,0.6634,-0.0026000000000000467,True,False,cg20730770|cg24404630|cg13483263|cg14565781|cg26748794|cg22212414,cg20730770|cg24404630|cg13483263|cg14565781|cg05351887|cg07167423
91,0.7709,0.6953,0.6634,0.0756,False,False,cg26457809|cg02286091|cg15642854|cg11342821|cg11827998|cg00794400,cg24753662|cg26418434|cg11827998|cg17230773|cg16298481|cg21013756
90,0.6915,0.7287,0.6634,-0.03720000000000001,True,False,cg18601426|cg15967709|cg26180080|cg20469799|cg19471655|cg00113623,cg16043651|cg02286091|cg24867279|cg00269800|cg24508426|cg05169846
92,0.7527,0.7458,0.6634,0.006900000000000017,False,False,cg23392845|cg15967709|cg03359540|cg01108554|cg04635334|cg02896496,cg09827761|cg08216808|cg02571816|cg26357885|cg27055685|cg15642854
93,0.8189,0.88,0.6634,-0.06110000000000004,True,False,cg07703401|cg19485202|cg22737624|cg06660015|cg03483626|cg00604086,cg22737624|cg11342821|cg16515238|cg16490823|cg16478536|cg09719217
94,0.827,0.8092,0.6634,0.017799999999999927,False,False,cg23358612|cg25324105|cg18536148|cg00643897|cg14154082|cg00849191,cg18536148|cg04821520|cg16748088|cg03981954|cg01461856|cg05169846
95,0.8074,0.7154,0.6634,0.09199999999999997,False,False,cg18229521|cg12436738|cg02573703|cg12700788|cg00849191|cg10930308,cg21139150|cg14417784|cg11827998|cg07501233|cg09784335|cg23978657
96,0.7468,0.7506,0.6634,-0.0038000000000000256,True,False,cg20730770|cg14287235|cg05094137|cg00849191|cg14097304|cg26454150,cg14287235|cg20730770|cg00849191|cg05094137|cg26001207|cg17753347
97,0.732,0.732,0.6634,0.0,False,False,cg19513321|cg25444386|cg09173348|cg07490070|cg09652086|cg08656747,cg25444386|cg19513321|cg07490070|cg09173348|cg09652086|cg08656747
99,0.7556,0.8325,0.6634,-0.07689999999999997,True,False,cg26472133|cg18177414|cg13672871|cg23978657|cg17740434|cg11827998,cg25444386|cg26418434|cg00716245|cg24207176|cg26263675|cg26391277
98,0.7942,0.8737,0.6634,-0.07950000000000002,True,False,cg19070894|cg17314888|cg08607018|cg05378938|cg26357885|cg06098232,cg18536148|cg10526374|cg26727816|cg18237551|cg27361914|cg10908460
100,0.7447,0.7817,0.6634,-0.03699999999999992,True,False,cg11827998|cg02008285|cg24753662|cg26603179|cg17230773|cg16656411,cg14287235|cg06733155|cg14455925|cg20272754|cg18435532|cg27429195
